Date,Average Views
01/03/2018,53
01/04/2018,171
01/05/2018,299
01/06/2018,673
01/07/2018,641
01/08/2018,664
01/09/2018,1103
01/10/2018,6217
01/11/2018,3493
01/12/2018,9042
01/01/2019,11229
01/02/2019,11874
01/03/2019,21144
01/04/2019,26975
01/05/2019,13390
01/06/2019,10524
01/07/2019,11541
01/08/2019,10215
